pair,file,column,arm,min_ns,bytes
34,twitter,dom-stringify,fold-on,272000,466906
35,twitter,dom-stringify,fold-off,220300,466906
35,twitter,dom-stringify,fold-on,229200,466906
36,twitter,dom-stringify,fold-off,224800,466906
36,twitter,dom-stringify,fold-on,221400,466906
37,twitter,dom-stringify,fold-off,221900,466906
37,twitter,dom-stringify,fold-on,220300,466906
38,twitter,dom-stringify,fold-off,230600,466906
38,twitter,dom-stringify,fold-on,217300,466906
39,twitter,dom-stringify,fold-off,229300,466906
39,twitter,dom-stringify,fold-on,224300,466906
40,twitter,dom-stringify,fold-off,223300,466906
40,twitter,dom-stringify,fold-on,217500,466906
41,twitter,dom-stringify,fold-off,222800,466906
41,twitter,dom-stringify,fold-on,222900,466906
