pair,file,column,arm,min_ns,bytes
10,citm_catalog,scan,swar8,831200,1727204
10,citm_catalog,scan,avx2,773100,1727204
11,citm_catalog,scan,swar8,793300,1727204
11,citm_catalog,scan,avx2,767400,1727204
12,citm_catalog,scan,swar8,795200,1727204
12,citm_catalog,scan,avx2,747200,1727204
13,citm_catalog,scan,swar8,825300,1727204
13,citm_catalog,scan,avx2,762800,1727204
14,citm_catalog,scan,swar8,832500,1727204
14,citm_catalog,scan,avx2,771200,1727204
15,citm_catalog,scan,swar8,781100,1727204
15,citm_catalog,scan,avx2,797700,1727204
16,citm_catalog,scan,swar8,815000,1727204
16,citm_catalog,scan,avx2,777300,1727204
17,citm_catalog,scan,swar8,794900,1727204
17,citm_catalog,scan,avx2,782400,1727204
18,citm_catalog,scan,swar8,817300,1727204
18,citm_catalog,scan,avx2,778400,1727204
19,citm_catalog,scan,swar8,800800,1727204
19,citm_catalog,scan,avx2,788700,1727204
20,citm_catalog,scan,swar8,786900,1727204
20,citm_catalog,scan,avx2,746300,1727204
21,citm_catalog,scan,swar8,786400,1727204
21,citm_catalog,scan,avx2,786200,1727204
22,citm_catalog,scan,swar8,789200,1727204
22,citm_catalog,scan,avx2,759900,1727204
23,citm_catalog,scan,swar8,786800,1727204
23,citm_catalog,scan,avx2,780100,1727204
24,citm_catalog,scan,swar8,803400,1727204
24,citm_catalog,scan,avx2,764500,1727204
25,citm_catalog,scan,swar8,811700,1727204
25,citm_catalog,scan,avx2,766900,1727204
26,citm_catalog,scan,swar8,741200,1727204
26,citm_catalog,scan,avx2,770100,1727204
27,citm_catalog,scan,swar8,787400,1727204
27,citm_catalog,scan,avx2,757900,1727204
28,citm_catalog,scan,swar8,810300,1727204
28,citm_catalog,scan,avx2,769500,1727204
29,citm_catalog,scan,swar8,773600,1727204
29,citm_catalog,scan,avx2,773800,1727204
30,citm_catalog,scan,swar8,793100,1727204
30,citm_catalog,scan,avx2,765700,1727204
31,citm_catalog,scan,swar8,773100,1727204
31,citm_catalog,scan,avx2,777400,1727204
32,citm_catalog,scan,swar8,815200,1727204
32,citm_catalog,scan,avx2,773700,1727204
33,citm_catalog,scan,swar8,789900,1727204
33,citm_catalog,scan,avx2,767200,1727204
34,citm_catalog,scan,swar8,789300,1727204
34,citm_catalog,scan,avx2,762500,1727204
35,citm_catalog,scan,swar8,799700,1727204
35,citm_catalog,scan,avx2,762500,1727204
36,citm_catalog,scan,swar8,796000,1727204
36,citm_catalog,scan,avx2,809700,1727204
37,citm_catalog,scan,swar8,801200,1727204
37,citm_catalog,scan,avx2,747000,1727204
38,citm_catalog,scan,swar8,791800,1727204
38,citm_catalog,scan,avx2,760000,1727204
39,citm_catalog,scan,swar8,819500,1727204
39,citm_catalog,scan,avx2,772000,1727204
40,citm_catalog,scan,swar8,780300,1727204
40,citm_catalog,scan,avx2,770000,1727204
41,citm_catalog,scan,swar8,801300,1727204
41,citm_catalog,scan,avx2,767000,1727204
42,citm_catalog,scan,swar8,794000,1727204
42,citm_catalog,scan,avx2,749400,1727204
43,citm_catalog,scan,swar8,781700,1727204
43,citm_catalog,scan,avx2,746800,1727204
44,citm_catalog,scan,swar8,792100,1727204
44,citm_catalog,scan,avx2,757200,1727204
45,citm_catalog,scan,swar8,801400,1727204
45,citm_catalog,scan,avx2,740500,1727204
46,citm_catalog,scan,swar8,806300,1727204
46,citm_catalog,scan,avx2,771800,1727204
47,citm_catalog,scan,swar8,780800,1727204
47,citm_catalog,scan,avx2,774600,1727204
48,citm_catalog,scan,swar8,783900,1727204
48,citm_catalog,scan,avx2,758000,1727204
49,citm_catalog,scan,swar8,800600,1727204
49,citm_catalog,scan,avx2,764900,1727204
50,citm_catalog,scan,swar8,761800,1727204
50,citm_catalog,scan,avx2,714500,1727204
51,citm_catalog,scan,swar8,769200,1727204
51,citm_catalog,scan,avx2,732900,1727204
52,citm_catalog,scan,swar8,795100,1727204
52,citm_catalog,scan,avx2,741400,1727204
53,citm_catalog,scan,swar8,775800,1727204
53,citm_catalog,scan,avx2,727100,1727204
54,citm_catalog,scan,swar8,781300,1727204
54,citm_catalog,scan,avx2,704900,1727204
55,citm_catalog,scan,swar8,741300,1727204
55,citm_catalog,scan,avx2,763100,1727204
56,citm_catalog,scan,swar8,796400,1727204
56,citm_catalog,scan,avx2,759400,1727204
57,citm_catalog,scan,swar8,791100,1727204
57,citm_catalog,scan,avx2,772200,1727204
58,citm_catalog,scan,swar8,804700,1727204
58,citm_catalog,scan,avx2,764100,1727204
59,citm_catalog,scan,swar8,742800,1727204
59,citm_catalog,scan,avx2,751400,1727204
60,citm_catalog,scan,swar8,787700,1727204
60,citm_catalog,scan,avx2,701200,1727204
