pair,file,column,arm,min_ns,bytes
26,citm_catalog,struct-stringify,folded,396500,500299
27,citm_catalog,struct-stringify,no_fold,318000,500299
27,citm_catalog,struct-stringify,folded,379200,500299
28,citm_catalog,struct-stringify,no_fold,311600,500299
28,citm_catalog,struct-stringify,folded,381500,500299
29,citm_catalog,struct-stringify,no_fold,310200,500299
29,citm_catalog,struct-stringify,folded,372800,500299
30,citm_catalog,struct-stringify,no_fold,317800,500299
30,citm_catalog,struct-stringify,folded,379100,500299
31,citm_catalog,struct-stringify,no_fold,329200,500299
31,citm_catalog,struct-stringify,folded,379300,500299
32,citm_catalog,struct-stringify,no_fold,310700,500299
32,citm_catalog,struct-stringify,folded,379300,500299
33,citm_catalog,struct-stringify,no_fold,318000,500299
33,citm_catalog,struct-stringify,folded,379500,500299
34,citm_catalog,struct-stringify,no_fold,326800,500299
34,citm_catalog,struct-stringify,folded,389100,500299
35,citm_catalog,struct-stringify,no_fold,316700,500299
35,citm_catalog,struct-stringify,folded,380400,500299
36,citm_catalog,struct-stringify,no_fold,324400,500299
36,citm_catalog,struct-stringify,folded,378600,500299
37,citm_catalog,struct-stringify,no_fold,313300,500299
37,citm_catalog,struct-stringify,folded,372100,500299
38,citm_catalog,struct-stringify,no_fold,326000,500299
38,citm_catalog,struct-stringify,folded,372500,500299
39,citm_catalog,struct-stringify,no_fold,329200,500299
39,citm_catalog,struct-stringify,folded,387200,500299
40,citm_catalog,struct-stringify,no_fold,317100,500299
40,citm_catalog,struct-stringify,folded,371700,500299
41,citm_catalog,struct-stringify,no_fold,326500,500299
41,citm_catalog,struct-stringify,folded,364800,500299
42,citm_catalog,struct-stringify,no_fold,330400,500299
42,citm_catalog,struct-stringify,folded,381500,500299
43,citm_catalog,struct-stringify,no_fold,333100,500299
43,citm_catalog,struct-stringify,folded,387300,500299
44,citm_catalog,struct-stringify,no_fold,327200,500299
44,citm_catalog,struct-stringify,folded,479500,500299
45,citm_catalog,struct-stringify,no_fold,311600,500299
45,citm_catalog,struct-stringify,folded,375000,500299
46,citm_catalog,struct-stringify,no_fold,329100,500299
46,citm_catalog,struct-stringify,folded,381000,500299
47,citm_catalog,struct-stringify,no_fold,330300,500299
47,citm_catalog,struct-stringify,folded,388000,500299
48,citm_catalog,struct-stringify,no_fold,319400,500299
48,citm_catalog,struct-stringify,folded,385900,500299
49,citm_catalog,struct-stringify,no_fold,311500,500299
49,citm_catalog,struct-stringify,folded,378500,500299
50,citm_catalog,struct-stringify,no_fold,330600,500299
50,citm_catalog,struct-stringify,folded,380700,500299
51,citm_catalog,struct-stringify,no_fold,334300,500299
51,citm_catalog,struct-stringify,folded,384000,500299
52,citm_catalog,struct-stringify,no_fold,311900,500299
52,citm_catalog,struct-stringify,folded,387300,500299
53,citm_catalog,struct-stringify,no_fold,329400,500299
53,citm_catalog,struct-stringify,folded,384500,500299
54,citm_catalog,struct-stringify,no_fold,317100,500299
54,citm_catalog,struct-stringify,folded,379400,500299
55,citm_catalog,struct-stringify,no_fold,312000,500299
55,citm_catalog,struct-stringify,folded,373400,500299
56,citm_catalog,struct-stringify,no_fold,326300,500299
56,citm_catalog,struct-stringify,folded,339800,500299
57,citm_catalog,struct-stringify,no_fold,313000,500299
57,citm_catalog,struct-stringify,folded,371200,500299
58,citm_catalog,struct-stringify,no_fold,311200,500299
58,citm_catalog,struct-stringify,folded,364900,500299
59,citm_catalog,struct-stringify,no_fold,310900,500299
59,citm_catalog,struct-stringify,folded,373200,500299
60,citm_catalog,struct-stringify,no_fold,310700,500299
60,citm_catalog,struct-stringify,folded,364400,500299
61,citm_catalog,struct-stringify,no_fold,309800,500299
61,citm_catalog,struct-stringify,folded,365200,500299
1,twitter,dom-parse,no_fold,1866700,631514
1,twitter,dom-parse,folded,1981000,631514
2,twitter,dom-parse,no_fold,1945200,631514
2,twitter,dom-parse,folded,1992000,631514
3,twitter,dom-parse,no_fold,1971700,631514
3,twitter,dom-parse,folded,1906400,631514
4,twitter,dom-parse,no_fold,1905800,631514
4,twitter,dom-parse,folded,1907800,631514
5,twitter,dom-parse,no_fold,1823900,631514
5,twitter,dom-parse,folded,1818700,631514
6,twitter,dom-parse,no_fold,1808700,631514
6,twitter,dom-parse,folded,1853900,631514
7,twitter,dom-parse,no_fold,1794800,631514
7,twitter,dom-parse,folded,1797000,631514
8,twitter,dom-parse,no_fold,1850000,631514
8,twitter,dom-parse,folded,1850100,631514
9,twitter,dom-parse,no_fold,1818100,631514
9,twitter,dom-parse,folded,1859400,631514
10,twitter,dom-parse,no_fold,1857300,631514
10,twitter,dom-parse,folded,1877000,631514
11,twitter,dom-parse,no_fold,1879900,631514
11,twitter,dom-parse,folded,1839700,631514
12,twitter,dom-parse,no_fold,1855200,631514
12,twitter,dom-parse,folded,1837700,631514
13,twitter,dom-parse,no_fold,1842300,631514
13,twitter,dom-parse,folded,1900900,631514
14,twitter,dom-parse,no_fold,1801300,631514
14,twitter,dom-parse,folded,1892500,631514
15,twitter,dom-parse,no_fold,1948300,631514
15,twitter,dom-parse,folded,1922100,631514
16,twitter,dom-parse,no_fold,1862100,631514
16,twitter,dom-parse,folded,1939200,631514
17,twitter,dom-parse,no_fold,1851400,631514
17,twitter,dom-parse,folded,1818600,631514
18,twitter,dom-parse,no_fold,1848200,631514
18,twitter,dom-parse,folded,1838700,631514
19,twitter,dom-parse,no_fold,1825600,631514
19,twitter,dom-parse,folded,1864000,631514
20,twitter,dom-parse,no_fold,1854400,631514
20,twitter,dom-parse,folded,1825400,631514
21,twitter,dom-parse,no_fold,1845400,631514
21,twitter,dom-parse,folded,1868200,631514
22,twitter,dom-parse,no_fold,1880300,631514
22,twitter,dom-parse,folded,1845300,631514
23,twitter,dom-parse,no_fold,1833400,631514
23,twitter,dom-parse,folded,1841900,631514
24,twitter,dom-parse,no_fold,1853900,631514
24,twitter,dom-parse,folded,1853500,631514
25,twitter,dom-parse,no_fold,1855600,631514
25,twitter,dom-parse,folded,1849100,631514
26,twitter,dom-parse,no_fold,1851800,631514
26,twitter,dom-parse,folded,1857600,631514
27,twitter,dom-parse,no_fold,1898200,631514
27,twitter,dom-parse,folded,1897800,631514
28,twitter,dom-parse,no_fold,1911200,631514
28,twitter,dom-parse,folded,1885200,631514
29,twitter,dom-parse,no_fold,1911800,631514
29,twitter,dom-parse,folded,1926200,631514
30,twitter,dom-parse,no_fold,1892600,631514
30,twitter,dom-parse,folded,1919900,631514
31,twitter,dom-parse,no_fold,1849700,631514
31,twitter,dom-parse,folded,1898800,631514
32,twitter,dom-parse,no_fold,1846500,631514
32,twitter,dom-parse,folded,1902500,631514
33,twitter,dom-parse,no_fold,1824100,631514
33,twitter,dom-parse,folded,1841100,631514
34,twitter,dom-parse,no_fold,1874500,631514
34,twitter,dom-parse,folded,1953100,631514
35,twitter,dom-parse,no_fold,1852200,631514
35,twitter,dom-parse,folded,1907300,631514
36,twitter,dom-parse,no_fold,1924300,631514
36,twitter,dom-parse,folded,1919600,631514
37,twitter,dom-parse,no_fold,1907700,631514
37,twitter,dom-parse,folded,1891100,631514
38,twitter,dom-parse,no_fold,1863900,631514
38,twitter,dom-parse,folded,1907500,631514
39,twitter,dom-parse,no_fold,1885800,631514
39,twitter,dom-parse,folded,1907300,631514
40,twitter,dom-parse,no_fold,1895100,631514
40,twitter,dom-parse,folded,1874600,631514
41,twitter,dom-parse,no_fold,1897900,631514
41,twitter,dom-parse,folded,1860300,631514
42,twitter,dom-parse,no_fold,1864400,631514
42,twitter,dom-parse,folded,1884500,631514
43,twitter,dom-parse,no_fold,1943600,631514
43,twitter,dom-parse,folded,1902000,631514
44,twitter,dom-parse,no_fold,1909700,631514
44,twitter,dom-parse,folded,1898000,631514
45,twitter,dom-parse,no_fold,1885800,631514
45,twitter,dom-parse,folded,1924000,631514
46,twitter,dom-parse,no_fold,1813800,631514
46,twitter,dom-parse,folded,1914900,631514
47,twitter,dom-parse,no_fold,1893700,631514
47,twitter,dom-parse,folded,1898800,631514
48,twitter,dom-parse,no_fold,1897000,631514
48,twitter,dom-parse,folded,1907600,631514
49,twitter,dom-parse,no_fold,1854700,631514
49,twitter,dom-parse,folded,1887400,631514
50,twitter,dom-parse,no_fold,1875100,631514
50,twitter,dom-parse,folded,1864100,631514
51,twitter,dom-parse,no_fold,1873000,631514
51,twitter,dom-parse,folded,1896200,631514
52,twitter,dom-parse,no_fold,1905200,631514
52,twitter,dom-parse,folded,1896300,631514
53,twitter,dom-parse,no_fold,1894200,631514
53,twitter,dom-parse,folded,1838800,631514
54,twitter,dom-parse,no_fold,1908900,631514
54,twitter,dom-parse,folded,1915300,631514
55,twitter,dom-parse,no_fold,1896100,631514
55,twitter,dom-parse,folded,1891700,631514
56,twitter,dom-parse,no_fold,1870400,631514
56,twitter,dom-parse,folded,1878400,631514
57,twitter,dom-parse,no_fold,1896200,631514
57,twitter,dom-parse,folded,1775400,631514
58,twitter,dom-parse,no_fold,1873400,631514
58,twitter,dom-parse,folded,1864100,631514
59,twitter,dom-parse,no_fold,1864700,631514
59,twitter,dom-parse,folded,1842800,631514
60,twitter,dom-parse,no_fold,1856300,631514
60,twitter,dom-parse,folded,1801900,631514
61,twitter,dom-parse,no_fold,1848800,631514
61,twitter,dom-parse,folded,1833800,631514
1,twitter,dom-stringify,no_fold,235900,466906
1,twitter,dom-stringify,folded,269000,466906
2,twitter,dom-stringify,no_fold,248600,466906
2,twitter,dom-stringify,folded,271600,466906
3,twitter,dom-stringify,no_fold,234200,466906
3,twitter,dom-stringify,folded,268700,466906
4,twitter,dom-stringify,no_fold,231600,466906
4,twitter,dom-stringify,folded,262200,466906
5,twitter,dom-stringify,no_fold,242800,466906
5,twitter,dom-stringify,folded,267200,466906
6,twitter,dom-stringify,no_fold,217800,466906
6,twitter,dom-stringify,folded,268400,466906
7,twitter,dom-stringify,no_fold,223000,466906
7,twitter,dom-stringify,folded,247400,466906
8,twitter,dom-stringify,no_fold,235200,466906
8,twitter,dom-stringify,folded,264000,466906
9,twitter,dom-stringify,no_fold,239200,466906
9,twitter,dom-stringify,folded,267200,466906
10,twitter,dom-stringify,no_fold,230500,466906
