pair,file,column,arm,min_ns,bytes
54,citm_catalog,struct-parse,esc_wide,1360200,1777672
55,citm_catalog,struct-parse,esc_scalar,1348600,1777672
55,citm_catalog,struct-parse,esc_wide,1351700,1777672
56,citm_catalog,struct-parse,esc_scalar,1347300,1777672
56,citm_catalog,struct-parse,esc_wide,1346300,1777672
57,citm_catalog,struct-parse,esc_scalar,1364900,1777672
57,citm_catalog,struct-parse,esc_wide,1366300,1777672
58,citm_catalog,struct-parse,esc_scalar,1383000,1777672
58,citm_catalog,struct-parse,esc_wide,1346500,1777672
59,citm_catalog,struct-parse,esc_scalar,1375700,1777672
59,citm_catalog,struct-parse,esc_wide,1375000,1777672
60,citm_catalog,struct-parse,esc_scalar,1423500,1777672
60,citm_catalog,struct-parse,esc_wide,1472300,1777672
61,citm_catalog,struct-parse,esc_scalar,1453100,1777672
61,citm_catalog,struct-parse,esc_wide,1479700,1777672
1,citm_catalog,struct-stringify,esc_scalar,271200,500299
1,citm_catalog,struct-stringify,esc_wide,260200,500299
2,citm_catalog,struct-stringify,esc_scalar,270600,500299
2,citm_catalog,struct-stringify,esc_wide,253600,500299
3,citm_catalog,struct-stringify,esc_scalar,274700,500299
3,citm_catalog,struct-stringify,esc_wide,259200,500299
4,citm_catalog,struct-stringify,esc_scalar,263400,500299
4,citm_catalog,struct-stringify,esc_wide,259500,500299
5,citm_catalog,struct-stringify,esc_scalar,263000,500299
5,citm_catalog,struct-stringify,esc_wide,259800,500299
6,citm_catalog,struct-stringify,esc_scalar,264400,500299
6,citm_catalog,struct-stringify,esc_wide,247000,500299
7,citm_catalog,struct-stringify,esc_scalar,263200,500299
7,citm_catalog,struct-stringify,esc_wide,260100,500299
8,citm_catalog,struct-stringify,esc_scalar,268500,500299
8,citm_catalog,struct-stringify,esc_wide,253200,500299
9,citm_catalog,struct-stringify,esc_scalar,275900,500299
9,citm_catalog,struct-stringify,esc_wide,260400,500299
10,citm_catalog,struct-stringify,esc_scalar,270500,500299
10,citm_catalog,struct-stringify,esc_wide,249300,500299
11,citm_catalog,struct-stringify,esc_scalar,263500,500299
11,citm_catalog,struct-stringify,esc_wide,248000,500299
12,citm_catalog,struct-stringify,esc_scalar,276300,500299
12,citm_catalog,struct-stringify,esc_wide,252600,500299
13,citm_catalog,struct-stringify,esc_scalar,264800,500299
13,citm_catalog,struct-stringify,esc_wide,248500,500299
14,citm_catalog,struct-stringify,esc_scalar,270000,500299
14,citm_catalog,struct-stringify,esc_wide,247400,500299
15,citm_catalog,struct-stringify,esc_scalar,263000,500299
15,citm_catalog,struct-stringify,esc_wide,260100,500299
16,citm_catalog,struct-stringify,esc_scalar,275500,500299
16,citm_catalog,struct-stringify,esc_wide,250000,500299
17,citm_catalog,struct-stringify,esc_scalar,281300,500299
17,citm_catalog,struct-stringify,esc_wide,262300,500299
18,citm_catalog,struct-stringify,esc_scalar,282500,500299
18,citm_catalog,struct-stringify,esc_wide,252900,500299
19,citm_catalog,struct-stringify,esc_scalar,282600,500299
19,citm_catalog,struct-stringify,esc_wide,260800,500299
20,citm_catalog,struct-stringify,esc_scalar,269100,500299
20,citm_catalog,struct-stringify,esc_wide,259900,500299
21,citm_catalog,struct-stringify,esc_scalar,268200,500299
21,citm_catalog,struct-stringify,esc_wide,259700,500299
22,citm_catalog,struct-stringify,esc_scalar,268200,500299
22,citm_catalog,struct-stringify,esc_wide,249400,500299
23,citm_catalog,struct-stringify,esc_scalar,263600,500299
23,citm_catalog,struct-stringify,esc_wide,254900,500299
24,citm_catalog,struct-stringify,esc_scalar,276000,500299
24,citm_catalog,struct-stringify,esc_wide,254800,500299
25,citm_catalog,struct-stringify,esc_scalar,268500,500299
25,citm_catalog,struct-stringify,esc_wide,254400,500299
26,citm_catalog,struct-stringify,esc_scalar,263900,500299
26,citm_catalog,struct-stringify,esc_wide,250100,500299
27,citm_catalog,struct-stringify,esc_scalar,282000,500299
27,citm_catalog,struct-stringify,esc_wide,255300,500299
28,citm_catalog,struct-stringify,esc_scalar,268500,500299
28,citm_catalog,struct-stringify,esc_wide,247600,500299
29,citm_catalog,struct-stringify,esc_scalar,268600,500299
29,citm_catalog,struct-stringify,esc_wide,256900,500299
30,citm_catalog,struct-stringify,esc_scalar,282500,500299
30,citm_catalog,struct-stringify,esc_wide,262300,500299
31,citm_catalog,struct-stringify,esc_scalar,268300,500299
31,citm_catalog,struct-stringify,esc_wide,260100,500299
32,citm_catalog,struct-stringify,esc_scalar,275400,500299
32,citm_catalog,struct-stringify,esc_wide,247400,500299
33,citm_catalog,struct-stringify,esc_scalar,263600,500299
33,citm_catalog,struct-stringify,esc_wide,246900,500299
34,citm_catalog,struct-stringify,esc_scalar,278600,500299
34,citm_catalog,struct-stringify,esc_wide,253700,500299
35,citm_catalog,struct-stringify,esc_scalar,257600,500299
35,citm_catalog,struct-stringify,esc_wide,244000,500299
36,citm_catalog,struct-stringify,esc_scalar,262400,500299
36,citm_catalog,struct-stringify,esc_wide,253900,500299
37,citm_catalog,struct-stringify,esc_scalar,270100,500299
37,citm_catalog,struct-stringify,esc_wide,242600,500299
38,citm_catalog,struct-stringify,esc_scalar,255500,500299
38,citm_catalog,struct-stringify,esc_wide,242300,500299
39,citm_catalog,struct-stringify,esc_scalar,268800,500299
39,citm_catalog,struct-stringify,esc_wide,246700,500299
40,citm_catalog,struct-stringify,esc_scalar,256000,500299
40,citm_catalog,struct-stringify,esc_wide,236900,500299
41,citm_catalog,struct-stringify,esc_scalar,254000,500299
41,citm_catalog,struct-stringify,esc_wide,237900,500299
42,citm_catalog,struct-stringify,esc_scalar,260900,500299
42,citm_catalog,struct-stringify,esc_wide,241400,500299
43,citm_catalog,struct-stringify,esc_scalar,261900,500299
43,citm_catalog,struct-stringify,esc_wide,251600,500299
44,citm_catalog,struct-stringify,esc_scalar,258100,500299
44,citm_catalog,struct-stringify,esc_wide,248800,500299
45,citm_catalog,struct-stringify,esc_scalar,263200,500299
45,citm_catalog,struct-stringify,esc_wide,242300,500299
46,citm_catalog,struct-stringify,esc_scalar,261900,500299
46,citm_catalog,struct-stringify,esc_wide,247800,500299
47,citm_catalog,struct-stringify,esc_scalar,262000,500299
47,citm_catalog,struct-stringify,esc_wide,242500,500299
48,citm_catalog,struct-stringify,esc_scalar,264100,500299
48,citm_catalog,struct-stringify,esc_wide,248600,500299
49,citm_catalog,struct-stringify,esc_scalar,255700,500299
49,citm_catalog,struct-stringify,esc_wide,237500,500299
50,citm_catalog,struct-stringify,esc_scalar,257400,500299
50,citm_catalog,struct-stringify,esc_wide,241000,500299
51,citm_catalog,struct-stringify,esc_scalar,257200,500299
51,citm_catalog,struct-stringify,esc_wide,242100,500299
52,citm_catalog,struct-stringify,esc_scalar,261600,500299
52,citm_catalog,struct-stringify,esc_wide,237300,500299
53,citm_catalog,struct-stringify,esc_scalar,255300,500299
53,citm_catalog,struct-stringify,esc_wide,239100,500299
54,citm_catalog,struct-stringify,esc_scalar,257700,500299
54,citm_catalog,struct-stringify,esc_wide,242100,500299
55,citm_catalog,struct-stringify,esc_scalar,325000,500299
55,citm_catalog,struct-stringify,esc_wide,241000,500299
56,citm_catalog,struct-stringify,esc_scalar,263900,500299
56,citm_catalog,struct-stringify,esc_wide,248500,500299
57,citm_catalog,struct-stringify,esc_scalar,267600,500299
57,citm_catalog,struct-stringify,esc_wide,242100,500299
58,citm_catalog,struct-stringify,esc_scalar,269700,500299
58,citm_catalog,struct-stringify,esc_wide,246500,500299
59,citm_catalog,struct-stringify,esc_scalar,261800,500299
59,citm_catalog,struct-stringify,esc_wide,248400,500299
60,citm_catalog,struct-stringify,esc_scalar,285800,500299
60,citm_catalog,struct-stringify,esc_wide,255100,500299
61,citm_catalog,struct-stringify,esc_scalar,283300,500299
61,citm_catalog,struct-stringify,esc_wide,259600,500299
1,twitter,dom-parse,esc_scalar,1977300,646995
1,twitter,dom-parse,esc_wide,2035100,646995
2,twitter,dom-parse,esc_scalar,1941900,646995
2,twitter,dom-parse,esc_wide,1975800,646995
3,twitter,dom-parse,esc_scalar,1962200,646995
3,twitter,dom-parse,esc_wide,1984400,646995
4,twitter,dom-parse,esc_scalar,1973300,646995
4,twitter,dom-parse,esc_wide,2002100,646995
5,twitter,dom-parse,esc_scalar,1951200,646995
